size,cutoff,seed,success,time_sec,output
1000000,32,0,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,32,1,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,32,2,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,32,4,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,32,8,True,0.28,Sorting 1000000 elements took 0.28 seconds.
1000000,32,16,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,32,32,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,32,64,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,32,128,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,32,256,True,0.25,Sorting 1000000 elements took 0.25 seconds.
1000000,32,512,True,0.26,Sorting 1000000 elements took 0.26 seconds.
1000000,32,1024,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,32,2048,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,0,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,1,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,2048,2,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,4,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,8,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,16,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,2048,32,True,0.17,Sorting 1000000 elements took 0.17 seconds.
1000000,2048,64,True,0.21,Sorting 1000000 elements took 0.21 seconds.
1000000,2048,128,True,0.22,Sorting 1000000 elements took 0.22 seconds.
1000000,2048,256,True,0.19,Sorting 1000000 elements took 0.19 seconds.
1000000,2048,512,True,0.18,Sorting 1000000 elements took 0.18 seconds.
1000000,2048,1024,True,0.2,Sorting 1000000 elements took 0.20 seconds.
1000000,2048,2048,True,0.18,Sorting 1000000 elements took 0.18 seconds.
10000000,0,0,True,2.78,Sorting 10000000 elements took 2.78 seconds.
